transaction_id,customer_id,amount,currency,payment_method,bank,hour_of_day,day_of_week,failure_reason,failure_category,previous_success_count,previous_failure_count,customer_success_rate,attempt_number,gateway_latency_ms,device_type,risk_level,email_recovery_success,whatsapp_recovery_success,voice_recovery_success,recovered,recovered_amount
pay_tx_100276,cust_9043,2288.9,INR,CREDIT_CARD,HDFC,11,0,card_expired,PAYMENT_METHOD_PROBLEM,13,1,0.929,1,413,web_mobile,LOW,1,1,1,1,2288.9
pay_tx_100277,cust_2342,802.98,INR,NET_BANKING,YES_BANK,3,2,incorrect_pin,CUSTOMER_CORRECTABLE,25,6,0.806,1,786,web_desktop,LOW,1,1,0,1,802.98
pay_tx_100278,cust_7052,2108.49,INR,CREDIT_CARD,AXIS,1,2,insufficient_funds,INSUFFICIENT_FUNDS,14,7,0.667,1,139,web_desktop,LOW,1,0,1,1,2108.49
pay_tx_100279,cust_6632,1058.47,INR,WALLET,AXIS,18,1,incorrect_pin,CUSTOMER_CORRECTABLE,17,0,1.0,2,33,web_mobile,HIGH,0,0,0,0,0.0
pay_tx_100280,cust_4860,1050.72,INR,NET_BANKING,SBI,2,3,authentication_failed,CUSTOMER_CORRECTABLE,22,0,1.0,1,13,mobile_ios,LOW,0,1,0,1,1050.72
pay_tx_100281,cust_4471,4642.28,INR,CREDIT_CARD,ICICI,1,3,card_expired,PAYMENT_METHOD_PROBLEM,2,6,0.25,1,341,mobile_ios,MEDIUM,1,0,0,1,4642.28
pay_tx_100282,cust_2097,566.59,INR,UPI,AXIS,17,3,insufficient_funds,INSUFFICIENT_FUNDS,17,5,0.773,2,240,web_mobile,MEDIUM,1,1,0,1,566.59
pay_tx_100283,cust_7874,1800.24,INR,UPI,AXIS,4,1,authentication_failed,CUSTOMER_CORRECTABLE,18,1,0.947,3,86,mobile_android,MEDIUM,0,0,0,0,0.0
pay_tx_100284,cust_5327,1386.92,INR,NET_BANKING,PAYTM_BANK,15,4,insufficient_funds,INSUFFICIENT_FUNDS,19,7,0.731,1,255,web_desktop,LOW,0,0,0,0,0.0
pay_tx_100285,cust_7484,1343.98,INR,DEBIT_CARD,PAYTM_BANK,7,0,incorrect_pin,CUSTOMER_CORRECTABLE,23,7,0.767,3,139,web_desktop,LOW,0,1,1,1,1343.98
pay_tx_100286,cust_9054,543.51,INR,UPI,YES_BANK,7,1,authentication_failed,CUSTOMER_CORRECTABLE,9,7,0.562,2,199,web_desktop,LOW,1,1,1,1,543.51
pay_tx_100287,cust_4463,911.04,INR,NET_BANKING,PAYTM_BANK,15,6,incorrect_pin,CUSTOMER_CORRECTABLE,16,5,0.762,2,378,mobile_ios,LOW,0,1,0,1,911.04
pay_tx_100288,cust_9589,9693.65,INR,WALLET,HDFC,5,1,incorrect_pin,CUSTOMER_CORRECTABLE,6,0,1.0,1,475,web_mobile,LOW,1,1,1,1,9693.65
pay_tx_100289,cust_8605,1942.16,INR,WALLET,AXIS,20,0,bank_down,TEMPORARY_INFRASTRUCTURE,21,0,1.0,1,144,web_mobile,LOW,1,1,0,1,1942.16
pay_tx_100290,cust_6730,5293.48,INR,DEBIT_CARD,ICICI,8,5,insufficient_funds,INSUFFICIENT_FUNDS,22,1,0.957,1,394,web_mobile,LOW,0,1,1,1,5293.48
pay_tx_100291,cust_4626,8785.63,INR,CREDIT_CARD,PAYTM_BANK,6,2,insufficient_funds,INSUFFICIENT_FUNDS,20,6,0.769,1,290,mobile_android,LOW,1,1,0,1,8785.63
pay_tx_100292,cust_4666,14518.17,INR,DEBIT_CARD,KOTAK,9,5,incorrect_pin,CUSTOMER_CORRECTABLE,22,4,0.846,1,290,web_mobile,MEDIUM,1,1,1,1,14518.17
pay_tx_100293,cust_9530,827.41,INR,WALLET,AXIS,18,0,customer_cancelled,CUSTOMER_ABANDONMENT,0,8,0.0,3,167,web_desktop,LOW,0,1,0,1,827.41
pay_tx_100294,cust_8892,3385.99,INR,UPI,SBI,8,5,bank_down,TEMPORARY_INFRASTRUCTURE,10,4,0.714,1,154,web_desktop,LOW,1,1,1,1,3385.99
pay_tx_100295,cust_7620,14372.21,INR,DEBIT_CARD,PAYTM_BANK,4,5,insufficient_funds,INSUFFICIENT_FUNDS,0,7,0.0,3,344,web_desktop,MEDIUM,0,0,0,0,0.0
pay_tx_100296,cust_4111,1892.41,INR,DEBIT_CARD,PAYTM_BANK,22,1,incorrect_pin,CUSTOMER_CORRECTABLE,21,8,0.724,1,273,web_mobile,MEDIUM,1,1,0,1,1892.41
pay_tx_100297,cust_3967,1327.63,INR,DEBIT_CARD,HDFC,15,1,customer_cancelled,CUSTOMER_ABANDONMENT,23,4,0.852,2,46,mobile_ios,MEDIUM,0,0,1,1,1327.63
pay_tx_100298,cust_4659,1012.5,INR,DEBIT_CARD,AXIS,10,2,insufficient_funds,INSUFFICIENT_FUNDS,8,4,0.667,1,695,mobile_android,LOW,0,1,0,1,1012.5
pay_tx_100299,cust_2166,2366.91,INR,NET_BANKING,ICICI,16,0,insufficient_funds,INSUFFICIENT_FUNDS,21,6,0.778,1,512,web_mobile,LOW,0,1,1,1,2366.91
pay_tx_100300,cust_7704,6597.31,INR,WALLET,AXIS,4,2,customer_cancelled,CUSTOMER_ABANDONMENT,22,2,0.917,2,242,web_mobile,LOW,0,1,1,1,6597.31
pay_tx_100301,cust_8406,3955.2,INR,DEBIT_CARD,ICICI,5,4,balance_low,INSUFFICIENT_FUNDS,24,2,0.923,1,52,mobile_android,LOW,1,1,1,1,3955.2
pay_tx_100302,cust_8821,10634.39,INR,NET_BANKING,HDFC,1,4,card_expired,PAYMENT_METHOD_PROBLEM,6,5,0.545,3,623,web_desktop,MEDIUM,1,1,1,1,10634.39
pay_tx_100303,cust_5076,3270.95,INR,CREDIT_CARD,PAYTM_BANK,11,2,incorrect_pin,CUSTOMER_CORRECTABLE,4,1,0.8,1,303,web_desktop,LOW,0,1,1,1,3270.95
pay_tx_100304,cust_9524,1753.44,INR,WALLET,KOTAK,10,3,insufficient_funds,INSUFFICIENT_FUNDS,21,2,0.913,1,552,web_mobile,LOW,1,0,0,1,1753.44
pay_tx_100305,cust_7609,4564.38,INR,UPI,ICICI,7,5,insufficient_funds,INSUFFICIENT_FUNDS,4,3,0.571,2,186,mobile_ios,LOW,0,0,0,0,0.0
pay_tx_100306,cust_5190,471.72,INR,WALLET,KOTAK,1,4,insufficient_funds,INSUFFICIENT_FUNDS,1,1,0.5,1,73,mobile_android,LOW,1,1,1,1,471.72
pay_tx_100307,cust_5140,7280.77,INR,NET_BANKING,PAYTM_BANK,4,1,incorrect_pin,CUSTOMER_CORRECTABLE,22,0,1.0,1,241,mobile_android,LOW,1,1,1,1,7280.77
pay_tx_100308,cust_2718,3204.94,INR,WALLET,PAYTM_BANK,19,0,incorrect_pin,CUSTOMER_CORRECTABLE,9,1,0.9,2,265,web_mobile,LOW,1,1,1,1,3204.94
pay_tx_100309,cust_4304,387.77,INR,DEBIT_CARD,PAYTM_BANK,13,2,gateway_timeout,TEMPORARY_INFRASTRUCTURE,5,0,1.0,1,53,mobile_ios,LOW,1,1,1,1,387.77
pay_tx_100310,cust_2458,1081.67,INR,UPI,YES_BANK,18,5,bank_down,TEMPORARY_INFRASTRUCTURE,15,2,0.882,3,188,mobile_android,LOW,1,1,1,1,1081.67
pay_tx_100311,cust_5850,1189.03,INR,DEBIT_CARD,AXIS,1,0,card_expired,PAYMENT_METHOD_PROBLEM,5,0,1.0,2,192,web_desktop,MEDIUM,1,1,1,1,1189.03
pay_tx_100312,cust_1751,21853.09,INR,UPI,YES_BANK,4,5,gateway_timeout,TEMPORARY_INFRASTRUCTURE,20,2,0.909,1,507,web_mobile,HIGH,0,0,0,0,0.0
pay_tx_100313,cust_6615,2407.99,INR,CREDIT_CARD,HDFC,12,3,incorrect_pin,CUSTOMER_CORRECTABLE,14,4,0.778,2,236,web_mobile,MEDIUM,0,1,1,1,2407.99
pay_tx_100314,cust_1960,1729.06,INR,CREDIT_CARD,HDFC,13,4,balance_low,INSUFFICIENT_FUNDS,15,7,0.682,1,420,web_mobile,MEDIUM,0,0,0,0,0.0
pay_tx_100315,cust_3140,1641.13,INR,NET_BANKING,AXIS,3,3,authentication_failed,CUSTOMER_CORRECTABLE,14,0,1.0,1,472,web_desktop,LOW,0,1,0,1,1641.13
pay_tx_100316,cust_4669,2740.2,INR,DEBIT_CARD,KOTAK,16,5,authentication_failed,CUSTOMER_CORRECTABLE,22,1,0.957,1,911,mobile_ios,LOW,1,1,1,1,2740.2
pay_tx_100317,cust_1894,1529.19,INR,UPI,PAYTM_BANK,5,4,incorrect_pin,CUSTOMER_CORRECTABLE,15,7,0.682,2,531,mobile_android,MEDIUM,1,1,1,1,1529.19
pay_tx_100318,cust_9305,519.11,INR,CREDIT_CARD,KOTAK,20,3,bank_down,TEMPORARY_INFRASTRUCTURE,12,3,0.8,1,147,web_mobile,MEDIUM,1,1,1,1,519.11
pay_tx_100319,cust_2944,17976.81,INR,NET_BANKING,PAYTM_BANK,20,0,incorrect_pin,CUSTOMER_CORRECTABLE,3,6,0.333,1,459,mobile_android,MEDIUM,0,0,0,0,0.0
pay_tx_100320,cust_9328,3277.44,INR,WALLET,ICICI,20,5,bank_down,TEMPORARY_INFRASTRUCTURE,14,5,0.737,1,1063,mobile_android,MEDIUM,0,1,0,1,3277.44
pay_tx_100321,cust_8751,1687.25,INR,DEBIT_CARD,PAYTM_BANK,14,0,authentication_failed,CUSTOMER_CORRECTABLE,3,3,0.5,1,531,web_desktop,MEDIUM,0,1,1,1,1687.25
pay_tx_100322,cust_2741,7513.35,INR,UPI,ICICI,15,1,bank_down,TEMPORARY_INFRASTRUCTURE,22,6,0.786,1,718,mobile_ios,LOW,0,1,1,1,7513.35
pay_tx_100323,cust_4122,456.86,INR,DEBIT_CARD,HDFC,13,0,bank_down,TEMPORARY_INFRASTRUCTURE,20,1,0.952,2,237,web_mobile,LOW,1,1,0,1,456.86
pay_tx_100324,cust_1071,2682.53,INR,WALLET,PAYTM_BANK,1,4,card_expired,PAYMENT_METHOD_PROBLEM,13,7,0.65,3,710,mobile_ios,LOW,1,0,1,1,2682.53
pay_tx_100325,cust_6273,3115.8,INR,WALLET,AXIS,13,4,insufficient_funds,INSUFFICIENT_FUNDS,22,3,0.88,1,558,web_desktop,HIGH,0,0,0,0,0.0
pay_tx_100326,cust_9393,414.42,INR,DEBIT_CARD,YES_BANK,22,4,card_expired,PAYMENT_METHOD_PROBLEM,10,8,0.556,1,196,mobile_ios,LOW,0,1,0,1,414.42
pay_tx_100327,cust_3173,9422.43,INR,CREDIT_CARD,KOTAK,17,5,incorrect_pin,CUSTOMER_CORRECTABLE,20,5,0.8,2,217,web_desktop,LOW,1,0,0,1,9422.43
pay_tx_100328,cust_9747,1842.16,INR,DEBIT_CARD,YES_BANK,13,6,insufficient_funds,INSUFFICIENT_FUNDS,0,8,0.0,1,703,web_mobile,LOW,0,1,0,1,1842.16
pay_tx_100329,cust_3636,654.35,INR,DEBIT_CARD,PAYTM_BANK,8,1,insufficient_funds,INSUFFICIENT_FUNDS,1,4,0.2,1,145,mobile_android,LOW,0,0,0,0,0.0
pay_tx_100330,cust_4675,369.55,INR,WALLET,AXIS,7,4,incorrect_pin,CUSTOMER_CORRECTABLE,25,4,0.862,1,721,mobile_android,MEDIUM,1,0,0,1,369.55
pay_tx_100331,cust_6122,6074.05,INR,WALLET,HDFC,0,5,insufficient_funds,INSUFFICIENT_FUNDS,8,3,0.727,1,492,web_mobile,MEDIUM,0,1,0,1,6074.05
pay_tx_100332,cust_9955,1224.4,INR,WALLET,ICICI,23,1,authentication_failed,CUSTOMER_CORRECTABLE,9,7,0.562,1,65,mobile_android,LOW,1,1,1,1,1224.4
pay_tx_100333,cust_8020,251.02,INR,DEBIT_CARD,KOTAK,8,1,authentication_failed,CUSTOMER_CORRECTABLE,5,4,0.556,1,625,web_mobile,LOW,1,1,1,1,251.02
pay_tx_100334,cust_1833,3557.06,INR,WALLET,YES_BANK,21,2,bank_down,TEMPORARY_INFRASTRUCTURE,15,8,0.652,1,427,web_desktop,LOW,0,1,0,1,3557.06
pay_tx_100335,cust_3611,2533.68,INR,NET_BANKING,KOTAK,17,3,balance_low,INSUFFICIENT_FUNDS,2,5,0.286,1,130,mobile_ios,LOW,1,1,0,1,2533.68
pay_tx_100336,cust_9691,1291.02,INR,NET_BANKING,KOTAK,20,0,insufficient_funds,INSUFFICIENT_FUNDS,3,5,0.375,1,103,mobile_ios,HIGH,0,0,0,0,0.0
pay_tx_100337,cust_2857,480.92,INR,NET_BANKING,SBI,17,5,authentication_failed,CUSTOMER_CORRECTABLE,9,0,1.0,3,473,web_desktop,LOW,1,1,1,1,480.92
pay_tx_100338,cust_4154,274.62,INR,DEBIT_CARD,KOTAK,2,0,insufficient_funds,INSUFFICIENT_FUNDS,5,8,0.385,1,103,mobile_android,LOW,0,1,0,1,274.62
pay_tx_100339,cust_2702,1380.83,INR,CREDIT_CARD,KOTAK,22,5,bank_down,TEMPORARY_INFRASTRUCTURE,24,6,0.8,1,270,mobile_android,LOW,1,1,1,1,1380.83
pay_tx_100340,cust_2433,364.73,INR,UPI,HDFC,5,6,incorrect_pin,CUSTOMER_CORRECTABLE,8,8,0.5,1,345,mobile_ios,MEDIUM,1,1,1,1,364.73
pay_tx_100341,cust_6183,2365.39,INR,UPI,AXIS,21,0,incorrect_pin,CUSTOMER_CORRECTABLE,17,0,1.0,1,618,mobile_android,MEDIUM,1,1,1,1,2365.39
pay_tx_100342,cust_9238,2093.84,INR,UPI,SBI,21,2,gateway_timeout,TEMPORARY_INFRASTRUCTURE,19,1,0.95,1,370,web_mobile,LOW,0,1,1,1,2093.84
pay_tx_100343,cust_4602,778.69,INR,CREDIT_CARD,PAYTM_BANK,12,6,authentication_failed,CUSTOMER_CORRECTABLE,25,8,0.758,1,142,mobile_ios,LOW,0,0,0,0,0.0
pay_tx_100344,cust_7113,406.41,INR,UPI,KOTAK,17,1,card_expired,PAYMENT_METHOD_PROBLEM,3,0,1.0,1,138,web_mobile,LOW,0,1,0,1,406.41
pay_tx_100345,cust_6633,1269.1,INR,CREDIT_CARD,AXIS,20,6,bank_down,TEMPORARY_INFRASTRUCTURE,16,2,0.889,1,577,mobile_ios,LOW,1,1,0,1,1269.1
pay_tx_100346,cust_1891,663.54,INR,WALLET,AXIS,20,4,authentication_failed,CUSTOMER_CORRECTABLE,2,4,0.333,1,937,web_desktop,LOW,0,1,1,1,663.54
pay_tx_100347,cust_3100,3868.15,INR,CREDIT_CARD,HDFC,9,4,incorrect_pin,CUSTOMER_CORRECTABLE,2,3,0.4,1,338,web_mobile,LOW,0,1,1,1,3868.15
pay_tx_100348,cust_6971,1905.64,INR,DEBIT_CARD,AXIS,5,0,authentication_failed,CUSTOMER_CORRECTABLE,10,3,0.769,2,222,web_mobile,LOW,1,1,1,1,1905.64
pay_tx_100349,cust_8863,926.13,INR,NET_BANKING,AXIS,11,6,authentication_failed,CUSTOMER_CORRECTABLE,9,7,0.562,1,67,mobile_ios,LOW,1,1,0,1,926.13
pay_tx_100350,cust_9824,689.24,INR,CREDIT_CARD,SBI,23,5,insufficient_funds,INSUFFICIENT_FUNDS,2,1,0.667,2,720,mobile_android,MEDIUM,0,0,1,1,689.24
pay_tx_100351,cust_1600,3578.79,INR,WALLET,SBI,17,4,insufficient_funds,INSUFFICIENT_FUNDS,15,2,0.882,1,716,mobile_ios,MEDIUM,0,0,1,1,3578.79
pay_tx_100352,cust_9210,899.63,INR,WALLET,HDFC,12,2,insufficient_funds,INSUFFICIENT_FUNDS,16,0,1.0,1,100,mobile_ios,MEDIUM,1,1,0,1,899.63
pay_tx_100353,cust_3395,1883.52,INR,NET_BANKING,SBI,1,1,incorrect_pin,CUSTOMER_CORRECTABLE,24,7,0.774,1,128,web_desktop,LOW,1,1,0,1,1883.52
pay_tx_100354,cust_6918,2393.57,INR,NET_BANKING,AXIS,14,0,customer_cancelled,CUSTOMER_ABANDONMENT,1,5,0.167,1,53,web_desktop,MEDIUM,1,0,1,1,2393.57
pay_tx_100355,cust_7201,199.0,INR,DEBIT_CARD,KOTAK,20,6,insufficient_funds,INSUFFICIENT_FUNDS,2,8,0.2,1,329,mobile_ios,LOW,0,0,0,0,0.0
pay_tx_100356,cust_8898,13454.74,INR,WALLET,HDFC,16,1,insufficient_funds,INSUFFICIENT_FUNDS,14,2,0.875,1,340,web_desktop,LOW,1,1,0,1,13454.74
pay_tx_100357,cust_2938,3533.32,INR,CREDIT_CARD,AXIS,10,5,incorrect_pin,CUSTOMER_CORRECTABLE,3,7,0.3,1,265,web_mobile,LOW,1,0,1,1,3533.32
pay_tx_100358,cust_1706,2215.5,INR,CREDIT_CARD,KOTAK,18,1,incorrect_pin,CUSTOMER_CORRECTABLE,4,8,0.333,1,64,mobile_ios,LOW,1,1,0,1,2215.5
pay_tx_100359,cust_1305,747.97,INR,DEBIT_CARD,HDFC,6,3,bank_down,TEMPORARY_INFRASTRUCTURE,19,7,0.731,2,573,mobile_ios,LOW,1,1,0,1,747.97
pay_tx_100360,cust_3979,487.47,INR,WALLET,PAYTM_BANK,16,2,risk_declined,RISK_RELATED,5,5,0.5,3,193,mobile_android,HIGH,0,0,0,0,0.0
pay_tx_100361,cust_9564,7752.09,INR,WALLET,PAYTM_BANK,13,6,authentication_failed,CUSTOMER_CORRECTABLE,4,1,0.8,1,278,mobile_android,MEDIUM,1,1,1,1,7752.09
pay_tx_100362,cust_3135,2276.65,INR,WALLET,KOTAK,0,6,incorrect_pin,CUSTOMER_CORRECTABLE,21,6,0.778,1,194,web_desktop,MEDIUM,1,1,0,1,2276.65
pay_tx_100363,cust_8899,4229.04,INR,NET_BANKING,SBI,18,6,incorrect_pin,CUSTOMER_CORRECTABLE,23,1,0.958,1,484,web_desktop,LOW,1,1,1,1,4229.04
pay_tx_100364,cust_9908,704.02,INR,NET_BANKING,SBI,6,0,incorrect_pin,CUSTOMER_CORRECTABLE,22,0,1.0,1,70,mobile_android,LOW,1,1,0,1,704.02
pay_tx_100365,cust_7698,199.65,INR,DEBIT_CARD,HDFC,4,3,insufficient_funds,INSUFFICIENT_FUNDS,20,4,0.833,1,361,web_mobile,LOW,0,0,1,1,199.65
pay_tx_100366,cust_4337,2882.16,INR,NET_BANKING,KOTAK,17,3,balance_low,INSUFFICIENT_FUNDS,5,5,0.5,1,1110,web_mobile,LOW,1,1,0,1,2882.16
pay_tx_100367,cust_3262,1994.59,INR,UPI,PAYTM_BANK,7,3,insufficient_funds,INSUFFICIENT_FUNDS,25,2,0.926,1,231,web_mobile,MEDIUM,0,1,0,1,1994.59
pay_tx_100368,cust_1852,2492.07,INR,CREDIT_CARD,AXIS,20,0,card_expired,PAYMENT_METHOD_PROBLEM,25,1,0.962,2,317,web_mobile,MEDIUM,1,1,1,1,2492.07
pay_tx_100369,cust_2311,1465.64,INR,WALLET,HDFC,23,3,incorrect_pin,CUSTOMER_CORRECTABLE,12,8,0.6,1,130,mobile_android,MEDIUM,0,1,1,1,1465.64
pay_tx_100370,cust_4304,1870.23,INR,WALLET,SBI,6,0,bank_down,TEMPORARY_INFRASTRUCTURE,25,8,0.758,1,248,mobile_ios,LOW,0,1,0,1,1870.23
pay_tx_100371,cust_3579,1754.55,INR,UPI,SBI,12,2,authentication_failed,CUSTOMER_CORRECTABLE,21,6,0.778,1,444,mobile_ios,LOW,0,1,1,1,1754.55
pay_tx_100372,cust_5661,1830.64,INR,WALLET,KOTAK,11,2,insufficient_funds,INSUFFICIENT_FUNDS,8,3,0.727,1,72,mobile_ios,LOW,1,1,1,1,1830.64
pay_tx_100373,cust_9294,870.08,INR,UPI,KOTAK,2,4,incorrect_pin,CUSTOMER_CORRECTABLE,9,5,0.643,3,215,web_desktop,MEDIUM,0,1,0,1,870.08
pay_tx_100374,cust_7178,1935.23,INR,WALLET,AXIS,7,6,fraud_suspected,RISK_RELATED,10,7,0.588,1,367,mobile_android,CRITICAL,0,0,0,0,0.0
pay_tx_100375,cust_4610,1953.48,INR,CREDIT_CARD,YES_BANK,10,3,insufficient_funds,INSUFFICIENT_FUNDS,11,8,0.579,1,29,web_desktop,LOW,1,0,0,1,1953.48
pay_tx_100376,cust_2245,423.42,INR,WALLET,ICICI,15,2,authentication_failed,CUSTOMER_CORRECTABLE,11,3,0.786,2,385,web_desktop,LOW,0,0,1,1,423.42
pay_tx_100377,cust_4271,1399.5,INR,CREDIT_CARD,PAYTM_BANK,7,6,incorrect_pin,CUSTOMER_CORRECTABLE,8,3,0.727,1,279,mobile_ios,MEDIUM,1,1,1,1,1399.5
pay_tx_100378,cust_2285,1206.52,INR,NET_BANKING,KOTAK,0,6,insufficient_funds,INSUFFICIENT_FUNDS,17,0,1.0,2,149,web_desktop,LOW,1,0,0,1,1206.52
pay_tx_100379,cust_5501,1257.7,INR,NET_BANKING,ICICI,16,2,incorrect_pin,CUSTOMER_CORRECTABLE,12,3,0.8,2,282,mobile_ios,LOW,0,1,1,1,1257.7
pay_tx_100380,cust_9232,1814.66,INR,DEBIT_CARD,AXIS,21,6,authentication_failed,CUSTOMER_CORRECTABLE,5,7,0.417,3,482,web_mobile,LOW,1,1,1,1,1814.66
pay_tx_100381,cust_2650,304.33,INR,DEBIT_CARD,SBI,19,6,insufficient_funds,INSUFFICIENT_FUNDS,8,2,0.8,1,67,mobile_ios,LOW,0,1,1,1,304.33
pay_tx_100382,cust_7945,1380.61,INR,CREDIT_CARD,AXIS,22,6,insufficient_funds,INSUFFICIENT_FUNDS,11,5,0.688,2,370,web_desktop,LOW,0,0,0,0,0.0
pay_tx_100383,cust_2636,4496.19,INR,DEBIT_CARD,YES_BANK,7,4,incorrect_pin,CUSTOMER_CORRECTABLE,13,6,0.684,1,154,mobile_ios,LOW,1,1,1,1,4496.19
pay_tx_100384,cust_9470,199.0,INR,WALLET,PAYTM_BANK,10,6,insufficient_funds,INSUFFICIENT_FUNDS,15,4,0.789,1,158,mobile_android,LOW,0,1,0,1,199.0
pay_tx_100385,cust_8807,2893.33,INR,UPI,AXIS,23,2,incorrect_pin,CUSTOMER_CORRECTABLE,8,5,0.615,1,247,web_desktop,LOW,1,1,0,1,2893.33
pay_tx_100386,cust_4259,3623.33,INR,WALLET,KOTAK,20,5,authentication_failed,CUSTOMER_CORRECTABLE,17,2,0.895,3,560,web_desktop,LOW,1,1,0,1,3623.33
pay_tx_100387,cust_2284,1494.83,INR,NET_BANKING,KOTAK,9,3,authentication_failed,CUSTOMER_CORRECTABLE,20,2,0.909,2,173,web_desktop,LOW,1,1,0,1,1494.83
pay_tx_100388,cust_2296,625.3,INR,CREDIT_CARD,SBI,7,2,authentication_failed,CUSTOMER_CORRECTABLE,10,4,0.714,2,67,web_mobile,LOW,1,0,1,1,625.3
pay_tx_100389,cust_9535,260.79,INR,NET_BANKING,AXIS,5,1,card_expired,PAYMENT_METHOD_PROBLEM,0,2,0.0,2,141,web_desktop,MEDIUM,0,1,1,1,260.79
pay_tx_100390,cust_2687,6297.36,INR,UPI,HDFC,15,4,insufficient_funds,INSUFFICIENT_FUNDS,1,0,1.0,2,405,mobile_android,LOW,0,1,0,1,6297.36
pay_tx_100391,cust_7387,1006.77,INR,DEBIT_CARD,ICICI,7,5,customer_cancelled,CUSTOMER_ABANDONMENT,9,7,0.562,1,943,mobile_ios,LOW,1,1,0,1,1006.77
pay_tx_100392,cust_6328,874.05,INR,NET_BANKING,AXIS,17,2,customer_cancelled,CUSTOMER_ABANDONMENT,17,7,0.708,1,596,mobile_ios,LOW,0,0,0,0,0.0
pay_tx_100393,cust_8126,11775.94,INR,WALLET,PAYTM_BANK,20,4,authentication_failed,CUSTOMER_CORRECTABLE,9,5,0.643,1,350,mobile_ios,MEDIUM,1,1,1,1,11775.94
pay_tx_100394,cust_5973,801.71,INR,UPI,HDFC,16,6,bank_down,TEMPORARY_INFRASTRUCTURE,24,2,0.923,1,185,web_mobile,LOW,0,1,0,1,801.71
pay_tx_100395,cust_5908,2256.6,INR,UPI,YES_BANK,13,6,incorrect_pin,CUSTOMER_CORRECTABLE,9,3,0.75,2,69,web_desktop,LOW,0,1,1,1,2256.6
pay_tx_100396,cust_7385,563.44,INR,NET_BANKING,ICICI,8,0,card_expired,PAYMENT_METHOD_PROBLEM,13,3,0.812,1,97,web_desktop,LOW,0,0,1,1,563.44
pay_tx_100397,cust_2121,3442.6,INR,CREDIT_CARD,ICICI,9,0,incorrect_pin,CUSTOMER_CORRECTABLE,20,7,0.741,1,557,web_desktop,LOW,1,1,1,1,3442.6
pay_tx_100398,cust_9764,4284.44,INR,UPI,ICICI,3,2,incorrect_pin,CUSTOMER_CORRECTABLE,8,2,0.8,2,496,mobile_android,LOW,1,1,1,1,4284.44
pay_tx_100399,cust_6104,729.13,INR,NET_BANKING,SBI,14,5,insufficient_funds,INSUFFICIENT_FUNDS,25,0,1.0,1,192,mobile_ios,LOW,0,1,0,1,729.13
pay_tx_100400,cust_4148,1338.09,INR,DEBIT_CARD,YES_BANK,12,6,card_expired,PAYMENT_METHOD_PROBLEM,0,1,0.0,3,349,mobile_ios,LOW,0,1,0,1,1338.09
pay_tx_100401,cust_4263,24294.44,INR,NET_BANKING,PAYTM_BANK,3,4,fraud_suspected,RISK_RELATED,21,3,0.875,1,144,web_desktop,CRITICAL,0,0,0,0,0.0
pay_tx_100402,cust_9534,5504.98,INR,UPI,SBI,15,5,authentication_failed,CUSTOMER_CORRECTABLE,9,3,0.75,1,678,mobile_android,MEDIUM,1,1,0,1,5504.98
pay_tx_100403,cust_6316,3325.59,INR,UPI,ICICI,8,4,bank_down,TEMPORARY_INFRASTRUCTURE,3,6,0.333,2,185,mobile_android,HIGH,0,0,0,0,0.0
pay_tx_100404,cust_3539,660.47,INR,DEBIT_CARD,YES_BANK,2,1,insufficient_funds,INSUFFICIENT_FUNDS,5,7,0.417,1,97,web_desktop,MEDIUM,0,0,1,1,660.47
pay_tx_100405,cust_3521,199.0,INR,WALLET,YES_BANK,3,1,authentication_failed,CUSTOMER_CORRECTABLE,15,3,0.833,1,209,web_desktop,MEDIUM,1,1,0,1,199.0
pay_tx_100406,cust_6868,1297.02,INR,CREDIT_CARD,SBI,1,3,bank_down,TEMPORARY_INFRASTRUCTURE,22,7,0.759,1,456,web_mobile,LOW,1,1,0,1,1297.02
pay_tx_100407,cust_5510,898.12,INR,WALLET,YES_BANK,17,1,gateway_timeout,TEMPORARY_INFRASTRUCTURE,2,8,0.2,1,219,web_desktop,MEDIUM,1,1,0,1,898.12
pay_tx_100408,cust_9289,2537.91,INR,NET_BANKING,PAYTM_BANK,5,0,insufficient_funds,INSUFFICIENT_FUNDS,19,5,0.792,2,357,mobile_ios,LOW,1,0,0,1,2537.91
pay_tx_100409,cust_4110,4367.1,INR,WALLET,PAYTM_BANK,15,6,bank_down,TEMPORARY_INFRASTRUCTURE,17,2,0.895,1,286,web_desktop,LOW,1,1,0,1,4367.1
pay_tx_100410,cust_1717,381.38,INR,CREDIT_CARD,ICICI,1,1,balance_low,INSUFFICIENT_FUNDS,3,7,0.3,1,335,mobile_android,LOW,0,0,0,0,0.0
pay_tx_100411,cust_5193,827.47,INR,UPI,SBI,7,4,incorrect_pin,CUSTOMER_CORRECTABLE,22,1,0.957,1,574,mobile_ios,LOW,0,1,1,1,827.47
pay_tx_100412,cust_1994,1854.79,INR,DEBIT_CARD,KOTAK,23,3,authentication_failed,CUSTOMER_CORRECTABLE,11,0,1.0,2,299,web_desktop,LOW,1,1,1,1,1854.79
pay_tx_100413,cust_4537,41028.4,INR,WALLET,HDFC,3,5,authentication_failed,CUSTOMER_CORRECTABLE,7,8,0.467,1,426,mobile_ios,MEDIUM,1,0,1,1,41028.4
